Ivica Boneš
Alois Šmid
Mithat Homer
Gustav Kuri
Kristjan Ajdinoski
Alexey Vukobrad
Dominik Črep
Matic Vrabič
Fausto Krašan
Zijo Finster
Lirim Filanović
Ludovik Šertović
Felix Čenčur
Antonio Majer
Janez Marjan Hernet
Ivan Emil Pogorelc
Amon Padarić
Štefek Horvatić
Ljubko Borovnica
Andre Ibraimov
Mladjen Rožmanc
Gazmen Čergič
Semin Fideršek
Golub Fetih
Benjamin Grnjak
Franc Mihael Žlahta
Pavel Peceli
Mlađan Kolšek
Jakša Šironjić
Vojmir Perać
Odon Štih
Bećo Šetina
Grgo Semanić
Slavek Sunko
Nel Kaisersberger
Dan Preda
Ljupčo Sušnik
Borko Harisch
Marco Gruenauer
Jon Farkaš
Valent Radič
Abdija Čečko
Melvin Šnajder
Patrick Klug
Medo Vidas
Melis Urlavb
Griša Vidigaj
Borislav Aliji
Florent Pielick
Đorđija Uratarič
Enver Kofalt
Miloslav Srpčič
Ilijas Grgičević
Dominik Bradić
Bela Šesek
Liridon Spinelli
Vedran Kruezi
Metod Janež
Vitoslav Marchesich
Veliša Krkalić
Raul Rengeo
Viliam Pisnjak
Slaviša Krznarič
Eduard Lah
Dieter Germšek
Burim Pipinič
Mikan Brajkovič
Michele Knoll
Bono Hreščak
Joahim Dečman
Ragib Dinčić
Ilčo Konjiček
Suljo Fetai
Grega Kermek
Nastja Lavtar
Hadžib Pucihar
Nusmir Fridman
Bogomil Schnabl
Amadej Lonzarić
Todor Kurinčič
Kevin Tibljaš
Božidar Tonkli
Marko Anton Dorbež
Toše Šlihthuber
Simon Peter Taučar
Krunoslav Bracović
Advan Stavrev
Mehmedalija Knechtl
Muriz Kobler
Marjan Jože Beširević
Stefan Trglavčnik
Nusmir Zahić
Selver Jarni
Jona Turner
Jamin Lovrin
Franc Janez Rath
Stojče Tkauc
Jeremija Hoffman
Amal Dančić
Riad Sabalić
Shpejtim Čepe
Sladjan Prihoda
Din Pitako
Kamilo Gorenjšček
Antun Jajalo
Elemer Petretić
Asad Geržina
Robi Marčan
Pašaga Ignatijev
Pavel Jožef Midlil
Marko Anton Komplet
Bernard Batić
Atilio Fratar
Hagji Kermc
Vojteh Rajterič
Bledar Drozg
Dorko Cug
Taj Zelnik
Ruslan Črnej
Refki Bradula
Božo Konjuvci
Trajčo Slivnikar
Peter Aleksander Sečko
Senat Puch
Miho Platiša
Aljaš Filipčič
Krste Kasper
Milan Ivan Sirar
Janči Kauzar
Anes Kenik
Raim Bago
Veselin Basej
Mićo Tomc
Romuald Vrankar
Keni Mirković
William Čefuta
Bajram Beršnjak
Mavricijo Mehanić
Sergej Smagaj
Franc Jože Šviga
Ozren Lukati
Henri Bjedov
Radmil Movh
Bahrija Gregorin
Anton Silvester Balon
Marijan Anton Baics
Bećir Gavranović
Vebi Pitterle
Vejsil Saitoska
Alexey Smeh
Medin Sekolovnik
Viliam Ronko
Zahid Sax
Alessio Bajraktari
Bogomir Bremše
Gezim Scheicher
Jule Lisjak
Klement Markelić
Ciril Janez Majcenič
Daris Čekić
Gjorgji Turjak
Sine Oswald
Jurgen Šegon
Franc Emil Klatzer
Refik Praprotnik
Dionizij Švarda
Mikel Jerak
Franc Jože Krejan
Jožek Godič
Dželal Turenšek
Džan Planšak
Milutin Radkovič
Šimen Plohl
Srdjan Skodlar
Moris Kazazi
Alvin Banjac
Shkodran Grmaš
Dženan Debelić
Timotei Stopar
Jernej Ramdedović
Darjan Masnoglav
Fausto Siherle
Marjo Rukše
Christian Frajnkovič
Mersin Guid
Cvijan Aleksovski
Nicholas Martinčić
Valerij Maslić
Dragić Merslavič
Baldomir Kosijer
Stojčo Juričič
Alexey Turan
Fabio Damjan
Den Uzar
Brendon Karnel
Vojin Šepic
Lucijano Plaper
Janez Tomaž Vučinić
Petja Sterguljc
Igorčo Kolin
Zarjo Klinar
Alajdin Eker
Tunjo Andričić
Filip Ivan Hansen
Elvino Antonijević
Djurica Škedelj
Sven Binakaj
Nikolas Mattias
Armend Srbljan
Kemal Golenač
Mihalj Mettler
Veselko Čeglaj
Gradimir Bedjanič
Džemail Štibilj
Gjuro Konjedic
Ištvan Kajta
Fehrudin Vidnjević
Arber Salah
Janez Andrej Gartnar
Loredano Egger
Job Štangler
Antonijo Grobotek
Pane Pikel
Cvetko Činej
Tommy Melan
Sulejman Cergonja
Alojzij Števančec
Lovrenc Miklauc
Vulnet Štajnbaher
Vulnet Vinder
Hazbija Župan
Smiljan Crismancich
Jakob Franc Derenčini
Alis Grimšič
Ratko Maglovski
Shaip Mandeljc
Oleg Malovič
Mehemed Pavokovič
Neđat Spolenak
Carlo Škaler
Rilind Galof
Pankracij Rebić
Matias Bano
Zlatomir Jusufspahić
Hilmija Cijak
Danilo Baron
Din Kaferle
Ilija Štembergar
Avdi Kodelja
Amor Vajukić
Boštijan Kurdija
Ramadan Malinarić
Lulzim Zgubič
Husein Bekčić
Gazmen Benčin
Neven Blagović
Azem Pahler
Nedžib Spahalić
Edhem Ščančar
Remzija Petrovac
Miho Pirkovič
Ševko Ibraimov
Benito Turudić
Armel Nahberger
Uzeir Ivanušič
Čedomir Kapitanović
Vojtek Djurdjević
Jakub Iseni
Darino Džemailji
Milko Meštrović
Živko Stanešič
Šačir Obersne
Ivan Alojzij Razem
Shemsi Štubelj
Kire Andonov
Edgar Gojzdnik
Veselin Lukačević
Avgustin Šval
Tim Stojisavljevič
Čaba Sorbek
Špendi Malnar
Esperij Polovšak
Tevž Radovčić
Dren Girandon
Durim Mešl
Gentrit Conjar
Serafin Špoljarić
Nikša Harb
Fortunat Justin
Nil Belinc
Romuald Rudman
Alush Erent
Natko Stijaković
Petja Vezovnik
Samuel Haskić
Amadeus Nestić
Voja Parfant
Sabri Štok
Radovan Smaka
Syle Kurež
Giordano Reicht
Eduardo Runtič
Jezdimir Peternelj
Erol Lušničkić
Vulnet Kordež
Zvonko Anton Radaljac
Sali Deumić
Faustin Tibola
Victor Daugul
Nel Klasnič
Nefad Nunčič
Ivko Maltarić
Danislav Gjorgjievski
Gottfried Domiter
Sean Šabančević
Hamid Savorgnani
Fadil Zernko
Pietro Domjanić
Vinko Marjan Juvan
Lorenzo Tratenšek
Etjan Pravst
Pejo Močinić
Fadil Uelen
Karl Hrustanović
Milan Anton Gladek
Aljoša Petohleb
Rašit Dobernik
Anton Grujičić
Edip Pilih
Jozo Birčaković
Šefki Špiletič
Marek Mabič
Rufad Žur
Ahmed Srebrić
Latif Kampijut
Romano Zmrzlak
Ferdinand Micić
Leonard Đuković
Čedomir Vujmilović
Musli Hlebanja
Mikel Novina
Nedeljko Bervar
Raim Terkov
Radko Starešina
Patrik Šenveter
Petre Lisičić
Ilko Gljuk
Elias Zagoda
Fejzo Slevec
Branko Frančišek Grapkić
Valbon Vajcer
Tinej Žeks
Natko Huljev
Šaćir Kostešić
Jožef Božidar Lavk
Hazim Laninšek
Nebojiša Baša
Adem Asić
Timotei Černohorski
Kajtimir Damjanić
Momčilo Ahtik
Dario Stojmilov
Nicola Blaha
Metko Poherc
Aleksandar Strosar
Nedžat Veršić
Bahrudin Huth
Adel Barjaktarević
Rajmond Peric
Đorđa Hamzić
Klaudij Kryžanowski
Dorijan Ćesko
Andrej Stanislav Omerinović
Marcus Bertoncel
Fejsal Cilar
Ljubinko Pušljar
Čedomil Samarin
Lorenc Vules
Dmytro Pajntar
Lucjan Glastovec
Ifet Pregarc
Ciril Halzer
Vitodrag Trnjanac
Boban Loerinc
Atilio Trivić
Slavko Alojz Pešti
Elmin Einspieler
Redžo Gorenc
Fehim Matjažič
Klement Dumančić
Ersan Rumić
Devis Grobelnik
Xhemajl Tržan
Kenan Ziebarth
Srečko Kiseljak
Franz Srnec
Evgen Keser
Karim Dušej
Venčeslav Šuvić
Manuel Krhin
Žane Bedenik
Verner Pušnar
Štefan Filipin
Baki Stojinović
Aziz Nimac
Elmir Avdagić
Neđeljko Musoski
Dan Merva
Hari Stranig
Metodi Vidak
Alojz Andrej Podbrežnik
Božo Sironi
Anton Marijan Požaršek
Ciril Janez Kroflin
Alexandru Šerifoska
Lado Ziherl
Carlo Rep
Vasko Bone
Tihomir Stipar
Idris Vitek
Murtez Volaj
Arno Slivka
Petko Piperčić
Halil Jordanov
Enis Panikvar
Eman Puzović
Sladžan Kompan
Ratko Kuhn
Ive Vujčič
Gajo Gubanec
Antonije Stjelja
Bogomir Jožef Klasinc
Xhafer Žaubi
Alfonz Vincelj
Lenko Olivieri
Ožbi Šteharnik
Kole Puhman
Zorko Čulig
Janez Stanislav Cussigh
Rizvan Pirec
Rašo Laban
Bertold Papp
Islam Tischer
Vasja Fattori
Aleksej Šimunković
Dragić Oberlajt
Elija Cerovski
Ronald Pavlinec
Driton Cigljar
Svobodan Perdijič
Aldo Orter
Arif Prelovec
Bećo Grahonja
Lado Gliha
Sanel Renat
Radiša Lambergar
Boštijan Danilović
Anton Mihael Hajdarović
Kaj Herček
Shpend Trebše
Zoran Homovc
Živorad Knežević
Džemail Trojnar
Ksaver Bračko
Zeqir Orač
Saško Žalić
Jožef Silvester Jovanova
Friderik Sem
Selajdin Aškerc
Fahrudin Bakrač
Korado Žoldoš
Fuad Žužič
Budimir Medlobi
Boris Karnovšek
Grga Madotto
Marjan Anton Razdrih
Julije Karaosmanović
Rikard Dautović
Bojan Franc Oštrek
Djordjo Matis
Nedjo Kristavčnik
Zsolt Škrlec
Ferit Ras
Đemal Leban
Sadrija Cevc
Ion Sigmund
Sven Treul
Radmilo Oplot
Vulnet Stoševski
Merfin Frančić
Ardit Gravnar
Sretan Bavrk
Miroslav Jožef Štelcer
Ismar Garašević
Bogumil Cajlinger
Suad Prek
Berti Semprimožnik
Ezio Klarer
Hinko Joželj
Selajdin Ćejvanović
Andre Fresl
Blaženko Kumrič
Sevad Milutinovič
Ferit Šalković
Bogoslav Zorčec
Kenad Pisarević
Enes Prošič
Ladi Župić
Jaki Tesla
Amadeus Srovin
Vitomir Botolen
Mitat Skalicky
Silvester Lampensberger
Fejzula Pristolič
Branko Šušek
Dragoje Bačinović
Ivan Jože Bujadilo
Muris Masnec
Grozdan Funa
Jerko Lelas
Ivan Franc Mutavdžić
Jakup Hrašan
Stojadin Burkelc
Gentrit Kelc
Lauro Ovsenik
Sifet Stogart
Diego Turudić
Davide Mencingar
Norbert Škorjanec
Ajnur Dedukić
Arno Đakovac
Giordano Narberger
Natan Božović
David Končan
Žolt Djelovci
Theo Bilavčić
Nejc Peresciutti
Berin Smolko
Milan Janez Šunjerga
Dren Kosjer
Zekir Jakovac
Odisej Mugoša
Vasilij Cvetkovski
Sendi Wagner
Špendi Bricl
Adi Taurer
Ranislav Buljubašić
Matej Bečejski
Hashim Petrun
Toše Lampreht
Dragiša Prauhart
Nexhmedin Djakova
Avdi Žlempergar
Tufik Romić
Rahman Hauc
Zdravko Hlišć
Emilijan Milan Žumbergar
Wolfgang Hudovornik
Tedo Rems
Mevludin Sabol
Emra Gorjanec
Klavdij Dobrić
Spomenko Filipčić
Fidan Čučkin
Radivoje Povalec
Semko Jern
Haxhi Dobraš
Ivan Jožef Jankovski
Silvij Velkner
Mehdi Heričko
Felicijan Fabricio
Zahir Dimnik
Gabor Plavše
Miron Kašman
Pavel Šilar
Marko Jožef Ćeranić
Brano Mitrovski
Milun Grill
Mirvet Francelj
Vincencij Okretič
Herman Popit
Metko Beršič
Ratimir Serban
Joel Riedl
Ronald Attar
Abid Obić
Ivano Cafek
Ernoe Košec
Salem Knaver
Artur Vukeljić
Pavle Hodžič
Matevž Pačavar
Milosav Kokalović
Asllan Cure
Mihailo Drobnik
Haso Kermavner
Angel Gruičić
Arslan Winkler
Dorjano Miodragović
Midhet Bercko
Kristian Bačnik
Marjan Jože Kasesnik
Mičo Weingartner
Niklas Ditmajer
Vujica Denkovski
Dušan Stanislav Bulj
Rastislav Rogina
Ešef Mikičić
Husejn Italo
Dušan Luštrek
Vojo Panasov
Svitan Lipič
Merim Pavlija
Miko Grgovič
Joahim Elezkurtaj
Sado Terninovec
Anton Mihael Pernišek
Avdi Stružnik
Sylejman Mavmudoski
Ecij Bartolec
Vitko Češka
Boštijan Bičanin
Ilber Ganziti
Mitja Pejak
Jaroš Supan
Zekerija Jauz
Mihad Sarađen
Dino Vunjak
Ksaver Sabalič
Ruj Long
Mladenko Sovinek
Pal Navalinski
Radiša Arah
Teufik Donaj
Nande Golemac
Osvald Groegl
Dejvis Rodica
Vinko Stiškovski
Valentin Ferenci
Miftar Gredar
Jura Senica
Ersan Demirović
Hari Dular
Matyas Alašević
Marjan Anton Zekir
Mesut Hruškar
Svit Štiher
Ernad Timer
Lulzim Barlič
Velizar Čampelj
Julius Miočinović
Peter Aleksander Strehar
Guerino Kornhauzer
Krste Tevanović
Vojčo Bednar
Shemsedin Juranovič
Drago Karel Klinčar
Hadžo Vrtarič
Đorđo Pribac
Krste Bencik
Hamza Dovšak
Borče Valussi
Peter Ivan Zule
Hadis Cakor
Valerijan Krese
Timo Solatnik
Stanislav Anton Ibraimov
Gašper Rinčić
Neđeljko Sokolič
Slavek Velkova
Jožef Albin Mačkovšek
Gani La Cognata
Valdet Jan
Muharem Ramuš
Lucijano Čepuran
Alojz Janez Jusufović
Vitodrag Geisler
Atanas Vogrinec
Miljan Stojak
Jože Andrej Tranpa
Jožef Marjan Jagar
Ninoslav Gerdovič
Borut Coraci
Bor Pravne
Done Albert
Dany Dobida
Rosando Palkovič
Franc Marijan Pjevac
Mihail Siegl
Joža Pražen
Vehid Groboljšek
Dobran Ščernjavič
Kris Čepek
Egzon Kozarević
Aki Hadžimujić
Peregrin Babojelić
Razim Rekić
Kujtim Manojlović
Ronald Križanić
Marijan Mrvoš
Ralf Špindler
Bratislav Žužman
Noah Čubrić
Stojan Bundalo
Sadmir Poterbin
Silvestar Tihel
Zija Žezlina
Ron Zumberi
Maksut Kuraj
Bogo Detečnik
Salvator Burič
Ervin Palovšnik
Vidak Taškovski
Dobrinko Maričević
Živadin Lipovž
Nik Čačilo
Relja Vlahek
Vasile Sinožić
Petrit Čobo
Dušan Franc Radivojčević
Aki Stjepčević
Predrag Bolje
Arijan Urban
Sabri Osovnik
Viktorin Šerbinek
Timotej Rekelj
Admir Smaili
Kancijan Šegregur
Nexhmedin Majerle
Vlasto Mujanović
Bafti Umićević
Rian Gabrejna
Venčeslav Passero
Nicolas Dimač
Don Almasi
Balazs Burazin
Suvad Hodak
Aladin Šahmanović
Stipica Hošteter
Špendi Musliu
Merhan Sušič
Andrejček Banovec
Bratko Borovinšek
Abdulah Zagrajšek
Djordje Lunežnik
Stanoja Homer
Virgil Martini
Alojzij Janez Derlink
Pavle Schoner
Vanes Vrlja
Vane Planinčić
Kirčo Krajzler
Dragi Pavlinc
Anton Janez Rozmus
Dieter Rodica
Alej Saliji
Hrvoje Sheikha
Jasin Smetiško
Enver Kodele
Željan Martonoši
Golub Čiča
Ignac Vutek
Amadej Bučovnik
Gabrijel Naraks
Marlon Gregorek
Renato Muznik
Avdyl Botić
Timej Omerzel
Vladimir Jožef Jošić
Natko Ramadanoski
Mehmed Jočić
Benito Jecelj
Negovan Alessio
Bine Ostrovška
Franc Boris Pajtler
Leon Janžur
Jaka Buhvald
Memet Standeker
Ibraim Šumljak
Nadan Rola
Irvin Dragorajac
Kenad Avgustini
Žan Jan Špari
Michele Suhadolc
Ljudovik Povhe
Gverino Krdžalić
Krume Rotenhajzer
Amal Obradović
German Strah
Rupert Manojlović
Isen Brec
Emil Franc Krušec
Mihajel Rehar
Vincenc Jožef Repina
Mohor Krapša
Granit Rebić
Vitko Kešpert
Klaudij Jerovšek
Remzija Orož
Remo Zelić
Horst Simikič
Samo Vrlič
Jurij Marko Omerzel
Venceslav Jernejec
Sakip Colarič
Fejsal Čuber
Stojančo Beqiri
Vojčo Suljić
Janez Janko Maurano
Sejfula Kabir Khan
Nermin Galinac
Sefer Tollazzi
Leo Merljak
Mitjan Gržanič
Jernej Nejc Bunić
Lazo Zabukovšek
Sakib Tommasini
Milan Jožef Čokan
Tin Dimc
Fahrudin Ajnihar
Lučano Mrkanović
Lutvo Vukalić
Pavel Franc Jakičič
Oto Falamić
Aljo Kajzovar
Dino Javorić
Nezir Medić
Bojan Janez Kazimoski
Vili Tajić
Arnold Đurašević
Inas Josić
Arnold Totivan
Riki Ostojič
August Devinar
Venčeslav Cmrekar
Amel Vaupič
Stašo Urbiha
Karli Poličnik
Marian Pauković
Florijan Grobler
Marijan Ivan Aljiti
Hajrudin Čekada
Refik Hudopisk
Svetomir Zaverla
Milan Anton Šmigoc
Dorko Radešček
Sado Pocajt
Jakec Unterajter
Blagomir Mihorko
Srebrenko Žuraj
Halim Skrt
Svit Peroša
Ljubko Valentič
Nusmir Jelič
Danijel Andrejka
Qemajl Šajatović
Staško Pešti
Sefir Pandur
Shpend Kamerički
Emir Gulin
Anto Fabriš
Gašper Memija
Nadan Semrajc
Frano Martinc
Mirt Blekič
Jura Viharnik
Livij Forjan
Andrijan Marolt
Ammar Tuhtar
Loren Marčić
Asad Hrenko
Neđat Beti
Bujamin Tarkuš Trikič
Krešo Krpič
Done Lengar
Deni Jeušnik
Kosta Menhart
Tugo Kure
Mićo Pravdič
Dorko Franzini
Boštjan Molk
Svetozar Bećirević
Mirhad Mladenovič
Lean Biloslav
Nico Drama
Rexhep Andrejević
Gal Zalogar
Mirhad Blake
Vide Klepec
Olivij Štruclin
Božo Plasin
Jan Peter Oršoš
Andreas Marchetti
Besir Prelević
Hajradin Žertek
Lokman Peršolja
Nurdin Rožej
Mersud Štumfl
Blerim Sirek
Feriz Mitev
Luka Fiket
Damir Šlutej
Oto Mastnak
Salkan Šešet
Štefek Istinič
Shefqet Pečenko
Karl Drago Fuks
Walter Ločičnik
Bogomir Jožef Sinobad
Leonardo Grabenšek
Ralf Saličević
Sinaj Cund
Bajro Stolliqi
Vladko Alikić
Amer Pokeršnik
Janin Kičić
Osvald Klačinski
Radivoje Leskar
Florijan Bećirbašić
Nisvet Jeleninovski
Silvan Tramšek
Valdet Gabrenja
Shaban Kuplenk
Blažo Vertin
Bogoljub Amiti
Gianluca Želj
Matija Jožef Milovanovič
Stepan Rančan
Teofil Stepišnik Perdih
Borislav Kankaraš
Dren Brodner
Dion Matović
Jani Lenart
Dubravko Vraz
Ricardo Šintič
Semin Brbre
Rahman Strman
Alen Bakaršič
Dennis Husarević
Mursel Dibitonto
Femi Debelić
Klaudio Robač
Mujo Gazić
Marian Juričič
Ožbej Perič
Rašit Qorraj
Sinaj Aritonović
Demian Rossler
Marčelo Izairi
Petar Bracović
Aleksandr Cehte
Hrvoje Zaberčnik
Gianni Lojk
Marcus Dujo
Džavit Ričko
Alaga Savski
Trajčo Lihteneger
Julijo Lončarič
Marčel Žalig
Silvestar Kejžar
Viljam Rožić
Voranc Rešek
Budimir Šulenta
Senahid Lekaj
Miralem Memčić
Mirzo Arslanović
Mike Hasikić
Gabriel Crnko
Čaba Marjanovič
Franc Alojzij Kuhta
Šimen Poček
Tevž Šušić
Damir Đura
Milutin Štefok
Remzija Ožegović
Gradimir Simonovich
Midhat Fležar
Gustav Sentić
Ridvan Kerek
Marijan Franc Rumpf
Jadran Ibrišimović
Smiljan Huseinbašić
Albert Gračan
Al Botolin
Fedor Sedaj
Karmel Ferme
Tome Omejec
Andrej Đelagić
Renzo Ambroželj
Nijazi Kunaj
Refet Terčak
Rafko Smoljanović
Šime Pančor
Dejvi Kovačevič
Jagoš Junuzović
Tode Bedoeke
Herbert Česenj
Zak Pancar
Valentino Kršmanc
Oton Ibrahimkadić
Petar Ihanec
Kole Škerbinek
Emsad Tepić
Jetmir Bravničar
Đurica Ćopić
Isni Eniko
Slavimir Maršić
Hazir Lužovec
Timen Seuček
Tadija Jug
Rizvan Žlahta
Vitomil Cvenkel
Janez Ivan Ciriković
Liman Adrović
Elio Sivilotti
Zinet Pogorelc
France Repše
Hysni Eichmeier
Rikardo Šerbel
Djevad Kert
Adel Ritlop
Kolja Jakovac
Mensur Kumalić
Voja Troje
Ramo Gregl
Rrahman Radolovič
Juergen Čulina
Borja Kostelac
Bislim Mahovlič
Dane Zagajšek
Ensad Kersnik
Mato Puhner
Mersed Širol
Abel Dandić
Emil Jožef Sadria
Predrag Halabarec
Sahit Podvršek
Miomir Govedarica
Gezim Romavh
Mire Mujadžić
Slavo Klobas
Gjuro Bajuk
Dame Baus
Anton Zvonko Savelli
Tunjo Grželj
Ivan Marjan Kegu
Nusret Sarađen
Anton Marijan Gajič
Mihalj Šinković
Andrija Črešnar
Mihret Bjeli
Nuri Gorogranc
Richard Bek
Anđelo Sedenik
Xhevxhet Kervina
Muamer Batušić
Mladjen Kejžar
Maše Borovnik
Florent Ćetojević
Samid Drumlič
Bronislav Jelnikar
Rikard Trnkoczy
Zorislav Sandrin
Gusti Fiegl
Grega Krušelj
Vekoslav Samardžija
Vajo Klinec
Vatroslav Cafuta
Arpad Suklan
Grga Ajroski
Harij Čahuk
Arslan Perša
Stanimir Plivac
Samel Andjelković
Jani Sopolšek
Hranislav Marenče
Elemir Ganić
Eldar Blažina
Vilmos Mićunović
Darijan Blažej
Seljim Krleža
Jožef Milan Gajović
Ivko Nemec
Michal Arambašić
Senahid Žebot
Milodrag Matul
Darko Bellina
Radivoj Voglež
Franc Mihael Horvatić
Izet Džaić
Jožef Martin Ratkovica
Lauro Nušinović
Lokman Užmah
Hilmo Srebernak
Gyula Visintin
Tristan Medvar
Aljaž Tabaj
Nikolaj Aličković
Gianfranco Ćumurdžić
Nevio Pernovšek
Alija Vovšek
Sabir Kitel
Franci Kuharič
Žan Paripović
Sulejman Takaj
Darvin Furek
Andro Kladušek
Joso Jeklin
Christian Klonfar
Đani Šubert
Teodor Ivošević
Qemajl Mujdrica
Salim Martinuzzi
Miftar Ravlen
Jernej Nejc Gvozdić
Rizan Dergić
Zemri Sečen
Sedat Ognjanović
Narcis Orlovič
Erazem Rakas
Egzon Mučibabić
Shqipron Stambolić
Vitja Nadler
Nej Miklavič
Lan Žokalj
Halid Merklin
Ferdi Hribršek
Toni Krneža
Šimen Barun
Nazim Šečić
Elija Magjar
Brian Prestrl
Sehad Marsič
Timotei Dopuđa
Boleslav Drčar
Mustaf Kričaj
Džemil Janževec
Sejdi Djoković
Ozvald Hajrudinović
Nefad Golirač
Jožef Ivan Dugi
Burim Kunštek
Dželadin Kaimel
Tahir Suchy
Paolo Hrček
Valerijan Ćejvanović
Elvedin Tričković
Viktor Slekovec
Stepan Srabotič
Eduard Delaš
Fridrih Lavrin
Nderim Rajković
Stole Francekovič
Leonid Kolovič
Avgustin Muren
Mart Mužinić
Sejfulah Karu
Slavko Kubat
Robert Peter Cvelbar
Maksimilijan Knafeljc
Hisen Sinigoj
Marčel Frišek
Alen Bjelošević
Asad Ismić
Tatomir Kiziler
Dojčin Pociecha
Alberto Grbac
Gajo Čeke
Selmin Mikola
Remzi Lapanja
Dursum Lošić
Faton Metikoš
Ćazim Nezman
Huzeir Šip
Nedin Pregl
Antun Antolek
Ajdan Palnec
Tunjo Končić
Vlajko Mešič
Nevzat Plateis
Joža Šibilja
Dany Pirnovar
Bahri Pollak
Samil Seklič
Avdulah Pislak
Šefket Mikan
Nejat Kerndl
Bećo Delbello
Gabro Šuštaršič
Radigoj Ternjak
Trajčo Završki
Altin Toplak
Carlo Cigula
Tom Vecko
Olaf Druks
Franc Janez Cebek
Jeremija Golanda
Serhiy Mazzini
Firzet Rajtar
Cene Radenković
Asmir Pančić
Đorđo Mongus
Lajos Kavre
Fabio Umek
Jane Cokoja
Anto Fleišer
Erazem Jakupi
Martin Stanislav Banožić
Sretan Bobik
Shefki Opravš
Saša Ristevska
Sandi Hajšen
Vanes Funtek
Nikolče Frešar
Hristijan Deberšek
Muamer Adorjan
Mirsat Hrauski
Sead Detič
Bogomir Jožef Rok
Metodija Pavlas
Lun Gorup
Avdo Ekmečić
Bekim Igličar
Edis Karaosmanović
Admir Vadnov
Dario Marovt
Slavomir Mijatovič
Julius Dragič
Elis Verčnik
Alojz Franc Ilčenko
Edward Odlak
Hikmet Ipsa
Smajo Durgutović
Pašaga Navodnik
Juro Posavec
Hajro Papp
Đerđ Papinutti
Ecij Priveršek
Silvano Mihelec
Lauro Želimorski
Besart Grahek
Mehdi Bende
Emil Milan Zaremba
Renat Šnuderl
Tjan Osolin
Rizo Ermut
Inti Karnekar
Jemin Hota
Maximilian Ferenčič
Aldo Jurglič
Damir Goršeg
Laci Perša
Ekrem Sedak
Jasmir Janžel
Mitre Mićunović
Nesim Cerpič
Bilal Budić
Jožef Dušan Šiškovič
Kemajl Velioski
Leopold Franc Juterša
Naj Šiplič
Veron Brozović
Mićo Vrbos
Meho Kolenbrand
Vincenc Šiljić
Ozvald Kodele
Javier Gorenak
Jožef Martin Vidas
Marin Počuč
Alojz Andrej Klemenšek
Pavel Franc Audič
Hazbi Dragičevič
William Badiura
Endis Dimitrovski
Mauro Peserl
Joža Kumalić
Trajčo Kota
Armend Čurlič
Djulaga Zaberložnik
Darian Ivanek
Tofik Kozarić
Filip Franc Jerančič
Henri Milohnoja
